tnsn ,titem_name ,titem_price ,tdescription 
5120-00-315-4004 ,Screwdriver Bit Socket - Hi-Torque ,27.18,P/N M9946/2-4 utilizes a replaceable M9946/2-4B blade. Has a 2-43/64 nominal length. Two-piece wheel-type assembly (driver and blade) has a square female drive socket. Rotating wheel has tips on opposite sides. Blade (wheel) is firmly assembled to driver.
5120-00-863-4943 ,Screwdriver Bit Socket - Hi-Torque ,11.4,"Torque capacity: 250 in-lb.; Tip: 0.070 x 0.492""; Driver size: HTS-4A. Has a solid-type driver blade with a square 3/8 inch female drive socket. Measures 1-1/4 long.  Tip size - 4.  Hi-Shear Corp p/n HTS4A or equal. This tool-steel socket installs and rem"
5120-01-043-7632 ,"Screwdriver Bit Socket - Hi-Torque, Two ",22.16,P/N M9946/2-2 utilizes a replaceable M9946/2-2B blade. Has a 1-13/32 nominal length. Driver size HTS-2. Two-piece wheel-type assembly (driver and blade) has a square female drive socket. Rotating wheel has tips on opposite sides. Blade (wheel) is firmly a
5120-00-315-4003 ,"Screwdriver Bit Socket - Hi-Torque, Two ",25.75,P/N M9946/2-3 utilizes a replaceable M9946/2-3b blade. Driver size HTS-3. Two-piece wheel-type assembly (driver and blade) has a square female drive socket. Rotating wheel has tips on opposite sides. Blade (wheel) is firmly assembled to driver. For instal
5120-00-863-4944 ,Screwdriver Bit Socket (Hi-Torque) ,4.06,"1/4"" square female drive. Torque capacity: 100 in-lb. Tip size: No. 3 (0.058"" x 0.372"" wide). Includes a solid-type driver blade with a square female drive socket. This tool-steel socket installs and removes Hi-Torque brand fasteners with recesses that co"
5120-00-797-2992 ,Screwdriver Bit Socket (Hi-Torque) ,3.73,"1/4"" square female drive. Torque capacity: 65 in-lb. Tip size: No. 2 (0.056"" x 0.290"" wide). Includes a solid-type driver blade with a square female drive socket. This tool-steel socket installs and removes Hi-Torque brand fasteners with recesses that con"
5120-00-797-2994 ,Screwdriver Bit Socket (Hi-Torque) ,5.16,Torque capacity is 250 in-lb. Tip is 0.070 x 0.492 wide and driver size is HTS-4. Includes a solid-type driver blade with a square female drive socket. This tool-steel socket installs and removes Hi-Torque brand fasteners with recesses that conform to Mil
5120-00-863-4942 ,Screwdriver Bit Socket (Hi-Torque) ,10.27,"Torque capacity: 500 in-lb.; Tip:  0.076 x 0.624""; Driver size: HTS-5. Has a solid-type Hi-Torque  Recess No. 5 driver blade (HTS series) with a square female 3/8 "" drive socket. Measures 1-1/4"" long, 3/4"" outside diameter. This tool-steel socket installs"
5120-01-178-6342 ,Screwdriver Bit Socket Set (Torx Tip) ,40.73,"Set consists of 10 chrome-plated screwdriver bit sockets for TORX fasteners. Used on automotive components such as carburetors, engines and transmissions. The one-piece bit socket has a female square drive opining on one end and a TORX screwdriver tip on "
5120-00-752-9008 ,Screwdriver Bit Socket Wrench Set ,132.82,"Set contains three handles, including one hinged type (9 long with 1/2 square drive), one reversible ratchet type (4-1/2 long with 1/4 square drive) and one sliding T type (7 long with 3/8 square drive); screwdriver bit sockets that have internal drive op"
5120-00-406-3181 ,"Screwdriver Bit, Hexagonal ",1.79,"Hexagonal bit size - 5/32 inch and consists of a nonreplaceable, nonadjustable hexagonal bit at one end and a wing drive shaft at the other.  The shank is compatible with XCELITE Series 99 Handles.  The working length when inserted into the handle is 3-7/"
5120-00-241-5521 ,Screwdriver Handle: ,5.39,Plastic T-Handle. Use with screwdriver and nutdriver blades.  
5120-01-317-2454 ,Screwdriver Hex Bit Set ,120.64,"This two-piece design has a chrome-plated steel body and a replaceable black oxide bit. It come with 12 pieces. 1/4 inch female drive: Sizes: T-8, T-10, T-15, T-20, T-25; 3/8 inch female drive: Sizes: T-27, T-30, T-40, T-45, T-50 and T-55; 3/8 inch female"
5120-01-063-2490 ,Screwdriver Hex Socket Wrench Attachment ,45.32,Snap-On Tools p/n IMA323. Hex wrenching surface size - 1 inch; drive surface size - 1 inch; use with Snap-On Tools synthetic rubber locking ring p/n IM243R.  
5120-01-033-2134 ,Screwdriver Set ,21.59,"This set consists of (8) screwdrivers: (5) flat tip (Described by Blade Length x Tip Width): (1) 1-1/2"" L x 1/4"" W , (1) 3"" L x 3/16"" W, (1) 4"" L x 1/4"" W, (1) 6"" L x 5/16"" W and (1) 8"" L x 3/8"" W & (3) Phillips tip: (1) #1size (3"" L blade), (2) #2 size ("
5120-00-580-0334 ,Screwdriver Set ,25.15,"Contains both straight and offset screwdrivers. Includes two offset, one-piece steel screwdrivers with Phillips-type point at both ends on opposite sides of tool and blade lengths of 4-3/4"" (point size No. 1 and 2) and 6"" (point size No. 3 and 4). Also ha"
5120-00-596-0828 ,Screwdriver Set ,8.71,"This set consists of (4) cross tip (Phillips) screwdrivers in sizes: (1) #1size (3"" L blade), (1) #2 size (4"" L blade), (1) #3 size (6"" L blade), (1) #4 size (8"" L blade). These screwdriver sets are for inserting & removing screws with a POZIDRIV, flat or"
5120-00-104-0005 ,Screwdriver Set ,15.87,"This set consists of (5) cross tip (Phillips) screwdrivers in sizes: (1) #1size (3"" L blade), (2) #2 size (1-1/2"" L & 4"" L blade), (1) #3 size (6"" L blade) & (1) #4 size (5-15/16"" L blade). These screwdriver sets are for inserting & removing screws with a"
5120-00-357-7175 ,Screwdriver Set ,13.44,"This set consists of (5) cross tip (Phillips) screwdrivers in sizes: (2) #1size (1"" L & 3"" L blade), (2) #2 size (1-1/2"" L & 4"" L blade), (1) #3 size (6"" L blade) These screwdriver sets are for inserting & removing screws with a POZIDRIV, flat or cross ti"
5120-00-103-9743 ,Screwdriver Set ,29.8,"This set consists of (5) flat tip screwdrivers in sizes(Described by Blade Length/Tip Width/End Thickness): (1) 1-1/2"" L x 1/4"" W x 0.04"" T, (1) 2-7/8"" L x 3/16"" W x 0.032"" T, (1) 4"" L x 1/4"" W x 0.04"" T, (1) 6"" L x 5/16"" W x 0.046"" T & (1) 8"" L x 3/8"" W "
5120-01-115-6873 ,Screwdriver Set ,53,"This set consists of (5) POZIDRIV screwdrivers in sizes: (1) #1size (3"" L blade), (2) #2 size (1-1/2"" L & 4"" L blade), (1) #3 size (6"" L blade), (1) #4 size (8"" L blade). These screwdriver sets are for inserting & removing screws with a POZIDRIV, flat or "
5120-01-428-8497 ,Screwdriver Set ,71.73,"This set consists of (8) screwdrivers: (5) flat tip (Described by Described by Blade Length x Tip Width x End Thickness): (1) 1-1/2"" L x 1/4"" W x 0.037"" T, (1) 2-7/8"" L x 3/16"" W x 0.032"" T, (1) 4"" L x 1/4"" W x 0.037"" T, (1) 6"" L x 5/16"" W x 0.046"" T & (1"
5120-01-312-1270 ,Screwdriver Socket Wrench Attachment ,41.47,Aircraft Dynamics part number - SCK2220. In accordance with US Army Tank Automotive Command Dwg. 12369289. Overall length 2.630 inches maximum. Wrenching surface size 5/16 inches nominal single end. Drive surface size 1/2 inch nominal single end. Wrenchin
5120-01-312-1271 ,Screwdriver Socket Wrench Attachment ,41.54,Aircraft Dynamics part number - SCK2247. In accordance with US Army Tank Automotive Command Dwg. 12369297. Overall length 2.630 inches. Wrenching surface size 1/4 inch nominal single end. Drive surface size 1/2 inch nominal single end. Wrenching surface s
5120-00-596-0931 ,Screwdriver Socket Wrench Attachment ,2.61,In accordance with American Society of Mechanical Engineers B107.2-1995. Hexagon external wrenching size - 5/64 inch; short drive size - 1/4 inch; blade length - 0.812 inch min.; overall length - 2 inches; diameter for adapter body - 1/2 inch max.  The wr
7920-00-061-0037 ,Scrub Brush ,2.57,"Curved, plastic block brush is ideal for scrubbing kitchen pots and pans. With hole molded in block for hanging and 1-3/8""-long synthetic bristles.  "
7920-00-061-0038 ,Scrub Brush ,5.56,"Kitchen utensils and equipment are easily scrubbed with this handy brush. Consists of a molded plastic block with 5"" fingertip handle, 1-1/4""-long polyimide filament bristles, and a round hole in handle for convenient hanging.  "
7920-00-282-2470 ,Scrub Brush ,4.46,"Perfect for general household scrubbing, polypropylene fiber bristles have a smooth-finished wood or molded-plastic block. Shaped to fit comfortably in the hand. Bristles are 1-1/8"" long.  "
7920-00-240-7174 ,Scrub Brush ,3.12,"Scrub brush is designed for the manual scrubbing of floors. Consists of a hardwood block set with 1""-long polypropylene fiber bristles. (This brush is not designed to accommodate a handle).  "
7920-00-959-3842 ,Scrub Brush ,16.7,"Scrub steam kettles and other kitchen equipment with ease. Brush consists of a 36""-long plastic handle attached to a plastic, cylindrical block. Has 1-1/4""-long plastic bristles.  "
7920-00-240-7171 ,Scrub Brush ,3.19,"This strong, versatile brush is excellent for scrubbing floors, walls, tables, benches and the decks of ships. Bristles are 2"" long and are made of palmyra fiber or polypropylene filament. Both sides of the hardwood block are drilled for insertion of a 1-"
7930-01-346-9148 ,Scrubber ,26.27,"Concentrated cleaner (in a time-release form) is encapsulated in a non-abrasive scrubber, which provides hundreds of cleaning applications with fresh or salt water. Excellent for use on tile, stainless, marble, fiberglass, as well as any other washable su"
7920-01-463-2977 ,Scrubber Sponge ,5.98,"Polyurethane sponge with nylon scrubber material is for gentle household cleaning and shining. The scrubber side is suitable for cleaning bathroom surfaces such as sinks, tubs, toilet bowls, shower doors and tile. The sponge side is suitable for damp wipi"
7920-01-463-2978 ,Scrubber Sponge ,6.02,"Polyurethane sponge with polyester scrubber material is for heavy-duty cleaning, scouring, scrubbing and shining. The sponge side is suitable for damp wiping cleaning surfaces such as counters and walls and washing non-stick cookware, glassware, plastics,"
7920-01-566-4130 ,Scrubber Sponge ,2.82,"Cellulose sponge with nylon scrubber material is for heavy-duty cleaning, scouring, scrubbing and shining. The sponge side is suitable for damp wiping and cleaning.  "
5120-00-952-3507 ,Sealant Gun ,128.27,"  Hand-operated gun applies sealants, caulking materials, polysulfides, polyurethanes, silicones and epoxies from prepackaged, disposable plastic cartridges (Semkits) or filled-on-the-job cartridges. Includes ratchet plunger. Gun and retainer accept Semco"
5130-00-677-7439 ,Sealant Gun (Pneumatic) ,"2,128.01","Air-operated gun is for dispensing sealant prepackaged in a Semco 6-oz polyethylene cartridge equipped with the Semco plugged wiper plunger. Gun cap is threaded to accept 1/8"" pipe thread needle nozzle or zerk-type connector. Ram rod measures 3/16"" in dia"
5130-00-924-6396 ,Sealant Gun (Pneumatic) ,233.44,"For use with sealant packaged in a 6-oz cartridge. Consists of gun, removable pistol-grip handle and cartridge retainer. Gun is trigger actuated and operates on 0 to 100 psig of air pressure. Capable of operation in a 4"" hole. Measures 8"" long. Furnished "
5130-00-345-1179 ,Sealant Gun (Pneumatic) ,"2,811.55","The air operated production aircraft sealant gun is capable of dispensing aircraft fuel tank and wing sealant compounds, filleting mastics and other similar materials. The tool is self-contained and hand held. Consists of air-actuating cylinder, 12-oz ref"
5120-00-042-6577 ,Sealant Gun Nozzle ,0.41,"Medium-sized nozzle has a 1/16"" diameter opening. Straight, round-tapered nozzle has 1/4"" NPT external threads.  Fits Semco 250 series. Disposable, detachable, polyethylene nozzle is for use with hand-operated caulking guns. Reinforced with eight equally "
5120-00-167-0153 ,Sealant Gun Nozzle ,0.96,"Round-tapered nozzle is bent at 30?. Has 1/4"" NPT external threads and a 1/8"" diameter opening. Disposable, detachable, polyethylene nozzle is for use with hand-operated caulking guns. Reinforced with eight equally spaced, triangular, taper-shaped fins me"
5120-00-673-1885 ,Sealant Gun Nozzle ,0.28,"Short nozzle has a 1/8"" diameter opening. Straight, round-tapered nozzle has 1/4"" NPT external threads.  Fits Semco 250 series. Disposable, detachable, polyethylene nozzle is for use with hand-operated caulking guns. Reinforced with eight equally spaced, "
8030-01-466-1644 ,Sealant Remover ,289.27,A non woven fabric containing non hazardous solvents for cleansing & removing wet & tacky polysulfide sealants from a variety of aviation & industrial surfaces.  
8030-01-477-7897 ,Sealant Remover ,119.98,"A non woven, fabric containing non hazardous solvents for cleaning & removing wet & tacky polysulfide sealants from a variety of aviation & industrial surfaces.  "
8030-01-466-4433 ,Sealant Remover ,687.3,A thick solvent blend for attacking & removing cured & uncured polysulfides from aviation & industrial equipment.  
8030-01-220-6400 ,Sealing Compound ,28.33,"A 1 component, acrylic retaining compound having a high viscosity, high strength & a slow cure to allow for readjustment during parts assembly.  "
8030-01-475-2445 ,Sealing Compound ,32.48,"A 1 component, rapid cure, high strength retaining compound for use in continuous working temperatures up to 300F.  "
8030-01-268-5917 ,Sealing Compound ,14.96,"A high temperature sealing & retaining compound for use on steel cylindrical parts such as valve sleeves, retaining pins & threads in steam platens, valve seats & cylindrical liners.  "
8030-01-475-2446 ,Sealing Compound ,24.31,"A thixotropic, 1 component, anaerobic acrylic threadlocking product for use on threaded fasteners used on pumps, motor mounting bolts, engine rocker nuts, or equipment housing screws where disassembly with hand tools is required for servicing.  "
8030-01-443-7389 ,Sealing Compound ,65.78,"A one-part moisture curing, non-sag, polyurethane adhesive/sealant for use in sealing metal interior/exterior joints, overlap seams, fascia, parapets, and other structural components.  "
8030-01-499-0438 ,Sealing Compound ,309.99,"A corrosion inhibitive, 2 part, nickel filled silicone, sealant with a service temperature up to 300F that when cured provides electrical conductivity & EMI/RFI shielding.  "
8030-01-470-7364 ,Sealing Compound ,124.56,"A lightweight, rapid curing polythioether, aerodynamic smoothing sealant that is low sag, noncrazing & suitable for extrusion gun or spatula application.  "
8030-01-365-3912 ,Sealing Compound ,58,"A two part, manganese cured, polysulfide sealant having low adhesion for use as an access door sealant & for use on electrical connections. 1/2 hour application life.  "
8030-01-502-8649 ,Sealing Compound ,38.01,"This general purpose polyurethane sealant cures to a weathertight, self-leveling, rigid material.  Product flows into holes, voids, and cracks and cures in place.  "
8030-00-063-7176 ,Sealing Compound ,13.05,"For protection against rust and corrosion, use this nonhardening compound on pipe joints, screwed fittings, flanges and gaskets made of iron, stainless steel, aluminum, plastic and synthetic rubber. Insoluble in oil, steam, chemicals and petroleum product"
